Project,Analysis end date,Develop Id,Operationalization,Expected role,Ground-truth role (survey),Core vote (survey),Peripheral vote (survey)
Django,2015-12-06,14841,VCS EigenCent,core,core,6,0
Django,2015-12-06,14841,VCS Degree,core,core,6,0
Django,2015-12-06,14841,Mail Degree,core,core,6,0
Django,2015-12-06,14841,Commit Count,core,core,6,0
Django,2015-12-06,14841,Mail EigenCent,core,core,6,0
Django,2015-12-06,14841,Mail Count,core,core,6,0
Django,2015-12-06,14841,VCS Hierarchy,core,core,6,0
Django,2015-12-06,14841,LOC Count,core,core,6,0
Django,2015-12-06,14843,VCS EigenCent,core,core,1,0
Django,2015-12-06,14843,LOC Count,core,core,1,0
Django,2015-12-06,14843,Mail Degree,core,core,1,0
Django,2015-12-06,14843,Commit Count,core,core,1,0
Django,2015-12-06,14843,Mail EigenCent,core,core,1,0
Django,2015-12-06,14843,Mail Count,core,core,1,0
Django,2015-12-06,14843,VCS Degree,core,core,1,0
Django,2015-12-06,14843,VCS Hierarchy,core,core,1,0
Django,2015-12-06,14860,LOC Count,core,core,8,0
Django,2015-12-06,14860,Mail Count,core,core,8,0
Django,2015-12-06,14860,VCS Hierarchy,peripheral,core,8,0
Django,2015-12-06,14860,Mail EigenCent,core,core,8,0
Django,2015-12-06,14860,Mail Degree,peripheral,core,8,0
Django,2015-12-06,14860,Commit Count,core,core,8,0
Django,2015-12-06,14860,VCS EigenCent,peripheral,core,8,0
Django,2015-12-06,14860,VCS Degree,peripheral,core,8,0
Django,2015-12-06,14870,VCS Degree,core,core,1,0
Django,2015-12-06,14870,Commit Count,core,core,1,0
Django,2015-12-06,14870,VCS EigenCent,core,core,1,0
Django,2015-12-06,14870,VCS Hierarchy,core,core,1,0
Django,2015-12-06,14870,LOC Count,core,core,1,0
Django,2015-12-06,14893,Mail EigenCent,core,core,5,0
Django,2015-12-06,14893,Mail Degree,core,core,5,0
Django,2015-12-06,14893,LOC Count,core,core,5,0
Django,2015-12-06,14893,Commit Count,peripheral,core,5,0
Django,2015-12-06,14893,VCS EigenCent,peripheral,core,5,0
Django,2015-12-06,14893,VCS Degree,peripheral,core,5,0
Django,2015-12-06,14893,VCS Hierarchy,core,core,5,0
Django,2015-12-06,14893,Mail Count,core,core,5,0
Django,2015-12-06,14899,VCS Hierarchy,peripheral,peripheral,0,1
Django,2015-12-06,14899,VCS EigenCent,peripheral,peripheral,0,1
Django,2015-12-06,14899,LOC Count,core,peripheral,0,1
Django,2015-12-06,14899,VCS Degree,peripheral,peripheral,0,1
Django,2015-12-06,14899,Commit Count,core,peripheral,0,1
Django,2015-12-06,14968,VCS Hierarchy,core,peripheral,0,1
Django,2015-12-06,14968,LOC Count,core,peripheral,0,1
Django,2015-12-06,14968,VCS Degree,peripheral,peripheral,0,1
Django,2015-12-06,14968,VCS EigenCent,core,peripheral,0,1
Django,2015-12-06,14968,Commit Count,peripheral,peripheral,0,1
Django,2015-12-06,15031,VCS Hierarchy,peripheral,peripheral,0,1
Django,2015-12-06,15031,LOC Count,core,peripheral,0,1
Django,2015-12-06,15031,VCS EigenCent,peripheral,peripheral,0,1
Django,2015-12-06,15031,VCS Degree,peripheral,peripheral,0,1
Django,2015-12-06,15031,Commit Count,core,peripheral,0,1
Django,2015-12-06,15162,LOC Count,peripheral,peripheral,0,2
Django,2015-12-06,15162,Commit Count,core,peripheral,0,2
Django,2015-12-06,15162,VCS Degree,peripheral,peripheral,0,2
Django,2015-12-06,15162,Mail Count,core,peripheral,0,2
Django,2015-12-06,15162,Mail Degree,core,peripheral,0,2
Django,2015-12-06,15162,Mail EigenCent,peripheral,peripheral,0,2
Django,2015-12-06,15162,VCS EigenCent,peripheral,peripheral,0,2
Django,2015-12-06,15162,VCS Hierarchy,peripheral,peripheral,0,2
LLVM,2015-11-02,1520,VCS Degree,core,core,11,0
LLVM,2015-11-02,1520,Commit Count,core,core,11,0
LLVM,2015-11-02,1520,Mail Degree,core,core,11,0
LLVM,2015-11-02,1520,Mail EigenCent,core,core,11,0
LLVM,2015-11-02,1520,LOC Count,core,core,11,0
LLVM,2015-11-02,1520,Mail Count,core,core,11,0
LLVM,2015-11-02,1520,VCS Hierarchy,core,core,11,0
LLVM,2015-11-02,1520,VCS EigenCent,peripheral,core,11,0
Django,2015-12-06,15207,Commit Count,core,peripheral,0,1
Django,2015-12-06,15207,LOC Count,peripheral,peripheral,0,1
Django,2015-12-06,15207,VCS Hierarchy,core,peripheral,0,1
Django,2015-12-06,15207,VCS Degree,core,peripheral,0,1
Django,2015-12-06,15207,VCS EigenCent,peripheral,peripheral,0,1
Django,2015-12-06,15244,LOC Count,peripheral,core,1,0
Django,2015-12-06,15244,Commit Count,peripheral,core,1,0
LLVM,2015-11-02,1535,Mail Count,core,core,2,0
LLVM,2015-11-02,1535,VCS Degree,core,core,2,0
LLVM,2015-11-02,1535,Mail Degree,core,core,2,0
LLVM,2015-11-02,1535,VCS EigenCent,core,core,2,0
LLVM,2015-11-02,1535,VCS Hierarchy,core,core,2,0
LLVM,2015-11-02,1535,Mail EigenCent,core,core,2,0
LLVM,2015-11-02,1535,Commit Count,core,core,2,0
LLVM,2015-11-02,1535,LOC Count,core,core,2,0
PostgreSQL,2015-12-05,15397,Mail Degree,core,core,2,0
PostgreSQL,2015-12-05,15397,VCS EigenCent,core,core,2,0
PostgreSQL,2015-12-05,15397,Commit Count,core,core,2,0
PostgreSQL,2015-12-05,15397,VCS Hierarchy,core,core,2,0
PostgreSQL,2015-12-05,15397,LOC Count,core,core,2,0
PostgreSQL,2015-12-05,15397,Mail EigenCent,core,core,2,0
PostgreSQL,2015-12-05,15397,VCS Degree,core,core,2,0
PostgreSQL,2015-12-05,15397,Mail Count,core,core,2,0
PostgreSQL,2015-12-05,15398,VCS Hierarchy,core,core,2,0
PostgreSQL,2015-12-05,15398,VCS EigenCent,core,core,2,0
PostgreSQL,2015-12-05,15398,Mail EigenCent,core,core,2,0
PostgreSQL,2015-12-05,15398,LOC Count,core,core,2,0
PostgreSQL,2015-12-05,15398,VCS Degree,core,core,2,0
PostgreSQL,2015-12-05,15398,Commit Count,core,core,2,0
PostgreSQL,2015-12-05,15398,Mail Count,core,core,2,0
PostgreSQL,2015-12-05,15398,Mail Degree,core,core,2,0
PostgreSQL,2015-12-05,15399,VCS Degree,core,peripheral,1,1
PostgreSQL,2015-12-05,15399,Mail EigenCent,core,peripheral,1,1
PostgreSQL,2015-12-05,15399,Mail Count,core,peripheral,1,1
PostgreSQL,2015-12-05,15399,Mail Degree,core,peripheral,1,1
PostgreSQL,2015-12-05,15399,VCS Hierarchy,core,peripheral,1,1
PostgreSQL,2015-12-05,15399,LOC Count,peripheral,peripheral,1,1
PostgreSQL,2015-12-05,15399,VCS EigenCent,peripheral,peripheral,1,1
PostgreSQL,2015-12-05,15399,Commit Count,core,peripheral,1,1
PostgreSQL,2015-12-05,15400,Mail Degree,core,core,2,0
PostgreSQL,2015-12-05,15400,Commit Count,peripheral,core,2,0
PostgreSQL,2015-12-05,15400,VCS EigenCent,peripheral,core,2,0
PostgreSQL,2015-12-05,15400,Mail EigenCent,peripheral,core,2,0
PostgreSQL,2015-12-05,15400,VCS Hierarchy,peripheral,core,2,0
PostgreSQL,2015-12-05,15400,VCS Degree,peripheral,core,2,0
PostgreSQL,2015-12-05,15400,LOC Count,peripheral,core,2,0
PostgreSQL,2015-12-05,15400,Mail Count,core,core,2,0
PostgreSQL,2015-12-05,15401,VCS EigenCent,peripheral,core,2,0
PostgreSQL,2015-12-05,15401,VCS Hierarchy,core,core,2,0
PostgreSQL,2015-12-05,15401,Mail Degree,core,core,2,0
PostgreSQL,2015-12-05,15401,LOC Count,core,core,2,0
PostgreSQL,2015-12-05,15401,Commit Count,peripheral,core,2,0
PostgreSQL,2015-12-05,15401,Mail EigenCent,core,core,2,0
PostgreSQL,2015-12-05,15401,Mail Count,core,core,2,0
PostgreSQL,2015-12-05,15401,VCS Degree,core,core,2,0
PostgreSQL,2015-12-05,15402,VCS Hierarchy,peripheral,core,2,0
PostgreSQL,2015-12-05,15402,VCS EigenCent,core,core,2,0
PostgreSQL,2015-12-05,15402,Mail Count,core,core,2,0
PostgreSQL,2015-12-05,15402,Mail Degree,core,core,2,0
PostgreSQL,2015-12-05,15402,VCS Degree,peripheral,core,2,0
PostgreSQL,2015-12-05,15402,LOC Count,peripheral,core,2,0
PostgreSQL,2015-12-05,15402,Commit Count,peripheral,core,2,0
PostgreSQL,2015-12-05,15402,Mail EigenCent,core,core,2,0
PostgreSQL,2015-12-05,15403,VCS Hierarchy,peripheral,peripheral,1,1
PostgreSQL,2015-12-05,15403,LOC Count,peripheral,peripheral,1,1
PostgreSQL,2015-12-05,15403,VCS EigenCent,peripheral,peripheral,1,1
PostgreSQL,2015-12-05,15403,Mail Count,core,peripheral,1,1
PostgreSQL,2015-12-05,15403,Commit Count,peripheral,peripheral,1,1
PostgreSQL,2015-12-05,15403,Mail Degree,core,peripheral,1,1
PostgreSQL,2015-12-05,15403,Mail EigenCent,core,peripheral,1,1
PostgreSQL,2015-12-05,15403,VCS Degree,peripheral,peripheral,1,1
PostgreSQL,2015-12-05,15407,VCS Hierarchy,peripheral,core,2,0
PostgreSQL,2015-12-05,15407,LOC Count,peripheral,core,2,0
PostgreSQL,2015-12-05,15407,Mail Count,core,core,2,0
PostgreSQL,2015-12-05,15407,VCS EigenCent,peripheral,core,2,0
PostgreSQL,2015-12-05,15407,Commit Count,peripheral,core,2,0
PostgreSQL,2015-12-05,15407,Mail Degree,core,core,2,0
PostgreSQL,2015-12-05,15407,Mail EigenCent,core,core,2,0
PostgreSQL,2015-12-05,15407,VCS Degree,peripheral,core,2,0
PostgreSQL,2015-12-05,15408,Commit Count,peripheral,peripheral,1,1
PostgreSQL,2015-12-05,15408,VCS Degree,peripheral,peripheral,1,1
PostgreSQL,2015-12-05,15408,LOC Count,peripheral,peripheral,1,1
PostgreSQL,2015-12-05,15408,Mail Count,peripheral,peripheral,1,1
PostgreSQL,2015-12-05,15408,VCS EigenCent,peripheral,peripheral,1,1
PostgreSQL,2015-12-05,15408,VCS Hierarchy,peripheral,peripheral,1,1
PostgreSQL,2015-12-05,15408,Mail Degree,peripheral,peripheral,1,1
PostgreSQL,2015-12-05,15408,Mail EigenCent,peripheral,peripheral,1,1
PostgreSQL,2015-12-05,15409,LOC Count,peripheral,peripheral,0,2
PostgreSQL,2015-12-05,15409,VCS Hierarchy,peripheral,peripheral,0,2
PostgreSQL,2015-12-05,15409,Commit Count,peripheral,peripheral,0,2
PostgreSQL,2015-12-05,15409,VCS EigenCent,peripheral,peripheral,0,2
PostgreSQL,2015-12-05,15409,VCS Degree,peripheral,peripheral,0,2
LLVM,2015-11-02,1596,Mail Count,core,core,2,0
LLVM,2015-11-02,1596,VCS Degree,core,core,2,0
LLVM,2015-11-02,1596,LOC Count,core,core,2,0
LLVM,2015-11-02,1596,Mail EigenCent,core,core,2,0
LLVM,2015-11-02,1596,Commit Count,core,core,2,0
LLVM,2015-11-02,1596,Mail Degree,core,core,2,0
LLVM,2015-11-02,1596,VCS Hierarchy,core,core,2,0
LLVM,2015-11-02,1596,VCS EigenCent,core,core,2,0
LLVM,2015-11-02,1629,VCS Hierarchy,core,core,1,0
LLVM,2015-11-02,1629,VCS EigenCent,core,core,1,0
LLVM,2015-11-02,1629,VCS Degree,core,core,1,0
LLVM,2015-11-02,1629,Commit Count,core,core,1,0
LLVM,2015-11-02,1629,LOC Count,core,core,1,0
LLVM,2015-11-02,1639,VCS Degree,peripheral,peripheral,0,1
LLVM,2015-11-02,1639,VCS Hierarchy,peripheral,peripheral,0,1
LLVM,2015-11-02,1639,VCS EigenCent,peripheral,peripheral,0,1
LLVM,2015-11-02,1639,LOC Count,peripheral,peripheral,0,1
LLVM,2015-11-02,1639,Commit Count,peripheral,peripheral,0,1
LLVM,2015-11-02,1657,Mail Count,core,core,1,0
LLVM,2015-11-02,1657,Mail Degree,core,core,1,0
LLVM,2015-11-02,1657,Commit Count,core,core,1,0
LLVM,2015-11-02,1657,Mail EigenCent,core,core,1,0
LLVM,2015-11-02,1657,VCS EigenCent,core,core,1,0
LLVM,2015-11-02,1657,VCS Degree,core,core,1,0
LLVM,2015-11-02,1657,VCS Hierarchy,core,core,1,0
LLVM,2015-11-02,1657,LOC Count,peripheral,core,1,0
LLVM,2015-11-02,1673,VCS Degree,peripheral,core,8,2
LLVM,2015-11-02,1673,LOC Count,peripheral,core,8,2
LLVM,2015-11-02,1673,VCS Hierarchy,peripheral,core,8,2
LLVM,2015-11-02,1673,VCS EigenCent,peripheral,core,8,2
LLVM,2015-11-02,1673,Commit Count,peripheral,core,8,2
LLVM,2015-11-02,1706,LOC Count,peripheral,core,1,0
LLVM,2015-11-02,1706,VCS EigenCent,peripheral,core,1,0
LLVM,2015-11-02,1706,Mail EigenCent,core,core,1,0
LLVM,2015-11-02,1706,VCS Degree,peripheral,core,1,0
LLVM,2015-11-02,1706,Mail Degree,core,core,1,0
LLVM,2015-11-02,1706,Commit Count,peripheral,core,1,0
LLVM,2015-11-02,1706,VCS Hierarchy,peripheral,core,1,0
LLVM,2015-11-02,1706,Mail Count,peripheral,core,1,0
LLVM,2015-11-02,1721,Commit Count,core,core,1,0
LLVM,2015-11-02,1721,VCS Hierarchy,peripheral,core,1,0
LLVM,2015-11-02,1721,VCS Degree,peripheral,core,1,0
LLVM,2015-11-02,1721,LOC Count,core,core,1,0
LLVM,2015-11-02,1721,VCS EigenCent,peripheral,core,1,0
LLVM,2015-11-02,1736,VCS EigenCent,peripheral,core,1,0
LLVM,2015-11-02,1736,VCS Degree,peripheral,core,1,0
LLVM,2015-11-02,1736,LOC Count,peripheral,core,1,0
LLVM,2015-11-02,1736,Commit Count,peripheral,core,1,0
LLVM,2015-11-02,1736,VCS Hierarchy,peripheral,core,1,0
LLVM,2015-11-02,1845,VCS EigenCent,peripheral,core,8,0
LLVM,2015-11-02,1845,LOC Count,peripheral,core,8,0
LLVM,2015-11-02,1845,VCS Degree,peripheral,core,8,0
LLVM,2015-11-02,1845,Mail Count,peripheral,core,8,0
LLVM,2015-11-02,1845,Mail Degree,core,core,8,0
LLVM,2015-11-02,1845,Mail EigenCent,peripheral,core,8,0
LLVM,2015-11-02,1845,VCS Hierarchy,peripheral,core,8,0
LLVM,2015-11-02,1845,Commit Count,core,core,8,0
LLVM,2015-11-02,1852,Mail Count,core,core,11,0
LLVM,2015-11-02,1852,LOC Count,core,core,11,0
LLVM,2015-11-02,1852,VCS Degree,core,core,11,0
LLVM,2015-11-02,1852,VCS Hierarchy,core,core,11,0
LLVM,2015-11-02,1852,Mail Degree,core,core,11,0
LLVM,2015-11-02,1852,VCS EigenCent,core,core,11,0
LLVM,2015-11-02,1852,Commit Count,core,core,11,0
LLVM,2015-11-02,1852,Mail EigenCent,core,core,11,0
LLVM,2015-11-02,1964,VCS Hierarchy,peripheral,core,1,0
LLVM,2015-11-02,1964,VCS EigenCent,peripheral,core,1,0
LLVM,2015-11-02,1964,LOC Count,peripheral,core,1,0
LLVM,2015-11-02,1964,VCS Degree,peripheral,core,1,0
LLVM,2015-11-02,1964,Commit Count,peripheral,core,1,0
LLVM,2015-11-02,1965,VCS EigenCent,peripheral,peripheral,3,3
LLVM,2015-11-02,1965,VCS Hierarchy,core,peripheral,3,3
LLVM,2015-11-02,1965,Commit Count,core,peripheral,3,3
LLVM,2015-11-02,1965,Mail Degree,peripheral,peripheral,3,3
LLVM,2015-11-02,1965,LOC Count,core,peripheral,3,3
LLVM,2015-11-02,1965,Mail EigenCent,peripheral,peripheral,3,3
LLVM,2015-11-02,1965,VCS Degree,peripheral,peripheral,3,3
LLVM,2015-11-02,1965,Mail Count,peripheral,peripheral,3,3
LLVM,2015-11-02,1969,VCS Degree,peripheral,peripheral,0,5
LLVM,2015-11-02,1969,Mail Count,peripheral,peripheral,0,5
LLVM,2015-11-02,1969,VCS EigenCent,peripheral,peripheral,0,5
LLVM,2015-11-02,1969,LOC Count,peripheral,peripheral,0,5
LLVM,2015-11-02,1969,Commit Count,peripheral,peripheral,0,5
LLVM,2015-11-02,1969,VCS Hierarchy,peripheral,peripheral,0,5
LLVM,2015-11-02,1969,Mail EigenCent,peripheral,peripheral,0,5
LLVM,2015-11-02,1969,Mail Degree,peripheral,peripheral,0,5
LLVM,2015-11-02,1993,Mail Count,peripheral,peripheral,1,2
LLVM,2015-11-02,1993,VCS EigenCent,core,peripheral,1,2
LLVM,2015-11-02,1993,VCS Hierarchy,core,peripheral,1,2
LLVM,2015-11-02,1993,VCS Degree,peripheral,peripheral,1,2
LLVM,2015-11-02,1993,Commit Count,core,peripheral,1,2
LLVM,2015-11-02,1993,LOC Count,core,peripheral,1,2
LLVM,2015-11-02,2017,Mail Count,peripheral,peripheral,0,1
LLVM,2015-11-02,2017,VCS Hierarchy,peripheral,peripheral,0,1
LLVM,2015-11-02,2017,VCS Degree,peripheral,peripheral,0,1
LLVM,2015-11-02,2017,Mail Degree,peripheral,peripheral,0,1
LLVM,2015-11-02,2017,Mail EigenCent,peripheral,peripheral,0,1
LLVM,2015-11-02,2017,Commit Count,peripheral,peripheral,0,1
LLVM,2015-11-02,2017,VCS EigenCent,peripheral,peripheral,0,1
LLVM,2015-11-02,2017,LOC Count,peripheral,peripheral,0,1
LLVM,2015-11-02,2021,VCS Hierarchy,peripheral,core,1,0
LLVM,2015-11-02,2021,Mail EigenCent,peripheral,core,1,0
LLVM,2015-11-02,2021,VCS EigenCent,peripheral,core,1,0
LLVM,2015-11-02,2021,Mail Count,peripheral,core,1,0
LLVM,2015-11-02,2021,LOC Count,peripheral,core,1,0
LLVM,2015-11-02,2021,Commit Count,peripheral,core,1,0
LLVM,2015-11-02,2021,Mail Degree,peripheral,core,1,0
LLVM,2015-11-02,2021,VCS Degree,peripheral,core,1,0
LLVM,2015-11-02,2038,VCS Hierarchy,peripheral,peripheral,1,1
LLVM,2015-11-02,2038,LOC Count,peripheral,peripheral,1,1
LLVM,2015-11-02,2038,Commit Count,peripheral,peripheral,1,1
LLVM,2015-11-02,2038,VCS EigenCent,peripheral,peripheral,1,1
LLVM,2015-11-02,2038,VCS Degree,peripheral,peripheral,1,1
LLVM,2015-11-02,2039,LOC Count,peripheral,peripheral,0,2
LLVM,2015-11-02,2039,Mail EigenCent,core,peripheral,0,2
LLVM,2015-11-02,2039,VCS Hierarchy,peripheral,peripheral,0,2
LLVM,2015-11-02,2039,VCS EigenCent,core,peripheral,0,2
LLVM,2015-11-02,2039,VCS Degree,core,peripheral,0,2
LLVM,2015-11-02,2039,Mail Count,core,peripheral,0,2
LLVM,2015-11-02,2039,Commit Count,peripheral,peripheral,0,2
LLVM,2015-11-02,2039,Mail Degree,core,peripheral,0,2
LLVM,2015-11-02,2042,VCS Hierarchy,peripheral,peripheral,1,2
LLVM,2015-11-02,2042,Commit Count,peripheral,peripheral,1,2
LLVM,2015-11-02,2042,VCS EigenCent,peripheral,peripheral,1,2
LLVM,2015-11-02,2042,VCS Degree,peripheral,peripheral,1,2
LLVM,2015-11-02,2042,LOC Count,peripheral,peripheral,1,2
LLVM,2015-11-02,2047,Mail Count,peripheral,peripheral,0,1
LLVM,2015-11-02,2047,Commit Count,peripheral,peripheral,0,1
LLVM,2015-11-02,2047,LOC Count,peripheral,peripheral,0,1
LLVM,2015-11-02,2047,VCS Degree,peripheral,peripheral,0,1
LLVM,2015-11-02,2047,Mail EigenCent,peripheral,peripheral,0,1
LLVM,2015-11-02,2047,VCS EigenCent,peripheral,peripheral,0,1
LLVM,2015-11-02,2047,VCS Hierarchy,peripheral,peripheral,0,1
LLVM,2015-11-02,2047,Mail Degree,peripheral,peripheral,0,1
QEMU,2015-11-02,258,VCS EigenCent,peripheral,core,2,0
QEMU,2015-11-02,258,Mail Degree,core,core,2,0
QEMU,2015-11-02,258,Commit Count,peripheral,core,2,0
QEMU,2015-11-02,258,Mail Count,peripheral,core,2,0
QEMU,2015-11-02,258,Mail EigenCent,core,core,2,0
QEMU,2015-11-02,258,VCS Hierarchy,peripheral,core,2,0
QEMU,2015-11-02,258,VCS Degree,peripheral,core,2,0
QEMU,2015-11-02,258,LOC Count,peripheral,core,2,0
QEMU,2015-11-02,264,VCS EigenCent,peripheral,core,3,0
QEMU,2015-11-02,264,LOC Count,peripheral,core,3,0
QEMU,2015-11-02,264,Mail Count,core,core,3,0
QEMU,2015-11-02,264,VCS Hierarchy,peripheral,core,3,0
QEMU,2015-11-02,264,Mail Degree,core,core,3,0
QEMU,2015-11-02,264,Commit Count,core,core,3,0
QEMU,2015-11-02,264,Mail EigenCent,core,core,3,0
QEMU,2015-11-02,264,VCS Degree,peripheral,core,3,0
QEMU,2015-11-02,280,Commit Count,peripheral,peripheral,0,1
QEMU,2015-11-02,280,VCS EigenCent,core,peripheral,0,1
QEMU,2015-11-02,280,LOC Count,peripheral,peripheral,0,1
QEMU,2015-11-02,280,VCS Degree,peripheral,peripheral,0,1
QEMU,2015-11-02,280,VCS Hierarchy,peripheral,peripheral,0,1
Wine,2015-11-06,3894,Mail Degree,core,peripheral,0,1
Wine,2015-11-06,3894,Mail Count,peripheral,peripheral,0,1
Wine,2015-11-06,3894,Mail EigenCent,peripheral,peripheral,0,1
Wine,2015-11-06,3894,VCS Hierarchy,peripheral,peripheral,0,1
Wine,2015-11-06,3894,VCS Degree,peripheral,peripheral,0,1
Wine,2015-11-06,3894,LOC Count,peripheral,peripheral,0,1
Wine,2015-11-06,3894,Commit Count,peripheral,peripheral,0,1
Wine,2015-11-06,3894,VCS EigenCent,peripheral,peripheral,0,1
Wine,2015-11-06,3931,Mail Count,core,core,8,2
